"Treatment","Replicate","Phage.Genotype","Phage.Background","Host.Timepoint","Host.Genotype","Infected","Resistant","Phage.Timepoint"
"1-clone","8","5","Contemporary",7,"2",0,1,"7"
"1-clone","8","6","Contemporary",7,"2",0,1,"7"
"1-clone","8","7","Contemporary",7,"2",0,1,"7"
"1-clone","8","8","Contemporary",7,"2",0,1,"7"
"1-clone","8","9","Contemporary",7,"2",0,1,"7"
"1-clone","8","10","Contemporary",7,"2",0,1,"7"
"1-clone","8","11","Contemporary",7,"2",0,1,"7"
"1-clone","8","12","Contemporary",7,"2",0,1,"7"
"1-clone","8","1","Future",1,"3",0,1,"7"
"1-clone","8","2","Future",1,"3",0,1,"7"
"1-clone","8","3","Future",1,"3",0,1,"7"
"1-clone","8","4","Future",1,"3",0,1,"7"
"1-clone","8","5","Future",1,"3",0,1,"7"
"1-clone","8","6","Future",1,"3",0,1,"7"
"1-clone","8","7","Future",1,"3",0,1,"7"
"1-clone","8","8","Future",1,"3",0,1,"7"
"1-clone","8","9","Future",1,"3",0,1,"7"
"1-clone","8","10","Future",1,"3",0,1,"7"
"1-clone","8","11","Future",1,"3",0,1,"7"
"1-clone","8","12","Future",1,"3",0,1,"7"
"1-clone","8","1","Future",3,"3",0,1,"7"
"1-clone","8","2","Future",3,"3",0,1,"7"
"1-clone","8","3","Future",3,"3",0,1,"7"
"1-clone","8","4","Future",3,"3",0,1,"7"
"1-clone","8","5","Future",3,"3",0,1,"7"
"1-clone","8","6","Future",3,"3",0,1,"7"
"1-clone","8","7","Future",3,"3",0,1,"7"
"1-clone","8","8","Future",3,"3",0,1,"7"
"1-clone","8","9","Future",3,"3",0,1,"7"
"1-clone","8","10","Future",3,"3",0,1,"7"
"1-clone","8","11","Future",3,"3",0,1,"7"
"1-clone","8","12","Future",3,"3",0,1,"7"
"1-clone","8","1","Future",5,"3",0,1,"7"
"1-clone","8","2","Future",5,"3",0,1,"7"
"1-clone","8","3","Future",5,"3",0,1,"7"
"1-clone","8","4","Future",5,"3",0,1,"7"
"1-clone","8","5","Future",5,"3",0,1,"7"
"1-clone","8","6","Future",5,"3",0,1,"7"
"1-clone","8","7","Future",5,"3",0,1,"7"
"1-clone","8","8","Future",5,"3",0,1,"7"
"1-clone","8","9","Future",5,"3",0,1,"7"
"1-clone","8","10","Future",5,"3",0,1,"7"
"1-clone","8","11","Future",5,"3",0,1,"7"
"1-clone","8","12","Future",5,"3",0,1,"7"
"1-clone","8","1","Contemporary",7,"3",0,1,"7"
"1-clone","8","2","Contemporary",7,"3",0,1,"7"
"1-clone","8","3","Contemporary",7,"3",0,1,"7"
"1-clone","8","4","Contemporary",7,"3",0,1,"7"
"1-clone","8","5","Contemporary",7,"3",0,1,"7"
"1-clone","8","6","Contemporary",7,"3",0,1,"7"
"1-clone","8","7","Contemporary",7,"3",0,1,"7"
"1-clone","8","8","Contemporary",7,"3",0,1,"7"
"1-clone","8","9","Contemporary",7,"3",0,1,"7"
"1-clone","8","10","Contemporary",7,"3",0,1,"7"
"1-clone","8","11","Contemporary",7,"3",0,1,"7"
"1-clone","8","12","Contemporary",7,"3",0,1,"7"
"1-clone","8","1","Future",1,"4",0,1,"7"
"1-clone","8","2","Future",1,"4",0,1,"7"
"1-clone","8","3","Future",1,"4",0,1,"7"
"1-clone","8","4","Future",1,"4",0,1,"7"
"1-clone","8","5","Future",1,"4",0,1,"7"
"1-clone","8","6","Future",1,"4",0,1,"7"
"1-clone","8","7","Future",1,"4",0,1,"7"
"1-clone","8","8","Future",1,"4",0,1,"7"
"1-clone","8","9","Future",1,"4",0,1,"7"
"1-clone","8","10","Future",1,"4",0,1,"7"
"1-clone","8","11","Future",1,"4",0,1,"7"
"1-clone","8","12","Future",1,"4",0,1,"7"
"1-clone","8","1","Future",3,"4",0,1,"7"
"1-clone","8","2","Future",3,"4",0,1,"7"
"1-clone","8","3","Future",3,"4",0,1,"7"
"1-clone","8","4","Future",3,"4",0,1,"7"
"1-clone","8","5","Future",3,"4",0,1,"7"
"1-clone","8","6","Future",3,"4",0,1,"7"
"1-clone","8","7","Future",3,"4",0,1,"7"
"1-clone","8","8","Future",3,"4",0,1,"7"
"1-clone","8","9","Future",3,"4",0,1,"7"
"1-clone","8","10","Future",3,"4",0,1,"7"
"1-clone","8","11","Future",3,"4",0,1,"7"
"1-clone","8","12","Future",3,"4",0,1,"7"
"1-clone","8","1","Future",5,"4",0,1,"7"
"1-clone","8","2","Future",5,"4",0,1,"7"
"1-clone","8","3","Future",5,"4",0,1,"7"
"1-clone","8","4","Future",5,"4",0,1,"7"
"1-clone","8","5","Future",5,"4",0,1,"7"
"1-clone","8","6","Future",5,"4",0,1,"7"
"1-clone","8","7","Future",5,"4",0,1,"7"
"1-clone","8","8","Future",5,"4",0,1,"7"
"1-clone","8","9","Future",5,"4",0,1,"7"
"1-clone","8","10","Future",5,"4",0,1,"7"
"1-clone","8","11","Future",5,"4",0,1,"7"
"1-clone","8","12","Future",5,"4",0,1,"7"
"1-clone","8","1","Contemporary",7,"4",0,1,"7"
"1-clone","8","2","Contemporary",7,"4",0,1,"7"
"1-clone","8","3","Contemporary",7,"4",0,1,"7"
"1-clone","8","4","Contemporary",7,"4",0,1,"7"
"1-clone","8","5","Contemporary",7,"4",0,1,"7"
"1-clone","8","6","Contemporary",7,"4",0,1,"7"
"1-clone","8","7","Contemporary",7,"4",0,1,"7"
"1-clone","8","8","Contemporary",7,"4",0,1,"7"
"1-clone","8","9","Contemporary",7,"4",0,1,"7"
"1-clone","8","10","Contemporary",7,"4",0,1,"7"
"1-clone","8","11","Contemporary",7,"4",0,1,"7"
"1-clone","8","12","Contemporary",7,"4",0,1,"7"
"1-clone","8","1","Future",1,"5",0,1,"7"
"1-clone","8","2","Future",1,"5",0,1,"7"
"1-clone","8","3","Future",1,"5",0,1,"7"
"1-clone","8","4","Future",1,"5",0,1,"7"
"1-clone","8","5","Future",1,"5",0,1,"7"
"1-clone","8","6","Future",1,"5",0,1,"7"
"1-clone","8","7","Future",1,"5",0,1,"7"
"1-clone","8","8","Future",1,"5",0,1,"7"
"1-clone","8","9","Future",1,"5",0,1,"7"
"1-clone","8","10","Future",1,"5",0,1,"7"
"1-clone","8","11","Future",1,"5",0,1,"7"
"1-clone","8","12","Future",1,"5",0,1,"7"
"1-clone","8","1","Future",3,"5",0,1,"7"
"1-clone","8","2","Future",3,"5",0,1,"7"
"1-clone","8","3","Future",3,"5",0,1,"7"
"1-clone","8","4","Future",3,"5",0,1,"7"
"1-clone","8","5","Future",3,"5",0,1,"7"
"1-clone","8","6","Future",3,"5",0,1,"7"
"1-clone","8","7","Future",3,"5",0,1,"7"
"1-clone","8","8","Future",3,"5",0,1,"7"
"1-clone","8","9","Future",3,"5",0,1,"7"
"1-clone","8","10","Future",3,"5",0,1,"7"
"1-clone","8","11","Future",3,"5",0,1,"7"
"1-clone","8","12","Future",3,"5",0,1,"7"
"1-clone","8","1","Future",5,"5",0,1,"7"
"1-clone","8","2","Future",5,"5",0,1,"7"
"1-clone","8","3","Future",5,"5",0,1,"7"
"1-clone","8","4","Future",5,"5",0,1,"7"
"1-clone","8","5","Future",5,"5",0,1,"7"
"1-clone","8","6","Future",5,"5",0,1,"7"
"1-clone","8","7","Future",5,"5",0,1,"7"
"1-clone","8","8","Future",5,"5",0,1,"7"
"1-clone","8","9","Future",5,"5",0,1,"7"
"1-clone","8","10","Future",5,"5",0,1,"7"
"1-clone","8","11","Future",5,"5",0,1,"7"
"1-clone","8","12","Future",5,"5",0,1,"7"
"1-clone","8","1","Contemporary",7,"5",0,1,"7"
"1-clone","8","2","Contemporary",7,"5",0,1,"7"
"1-clone","8","3","Contemporary",7,"5",0,1,"7"
"1-clone","8","4","Contemporary",7,"5",0,1,"7"
"1-clone","8","5","Contemporary",7,"5",0,1,"7"
"1-clone","8","6","Contemporary",7,"5",0,1,"7"
"1-clone","8","7","Contemporary",7,"5",0,1,"7"
"1-clone","8","8","Contemporary",7,"5",0,1,"7"
"1-clone","8","9","Contemporary",7,"5",0,1,"7"
"1-clone","8","10","Contemporary",7,"5",0,1,"7"
"1-clone","8","11","Contemporary",7,"5",0,1,"7"
"1-clone","8","12","Contemporary",7,"5",0,1,"7"
"1-clone","8","1","Future",1,"6",0,1,"7"
"1-clone","8","2","Future",1,"6",0,1,"7"
"1-clone","8","3","Future",1,"6",0,1,"7"
"1-clone","8","4","Future",1,"6",0,1,"7"
"1-clone","8","5","Future",1,"6",0,1,"7"
"1-clone","8","6","Future",1,"6",0,1,"7"
"1-clone","8","7","Future",1,"6",0,1,"7"
"1-clone","8","8","Future",1,"6",0,1,"7"
"1-clone","8","9","Future",1,"6",0,1,"7"
"1-clone","8","10","Future",1,"6",0,1,"7"
"1-clone","8","11","Future",1,"6",0,1,"7"
"1-clone","8","12","Future",1,"6",0,1,"7"
"1-clone","8","1","Future",3,"6",1,0,"7"
"1-clone","8","2","Future",3,"6",1,0,"7"
"1-clone","8","3","Future",3,"6",1,0,"7"
"1-clone","8","4","Future",3,"6",1,0,"7"
"1-clone","8","5","Future",3,"6",1,0,"7"
"1-clone","8","6","Future",3,"6",1,0,"7"
"1-clone","8","7","Future",3,"6",1,0,"7"
"1-clone","8","8","Future",3,"6",1,0,"7"
"1-clone","8","9","Future",3,"6",1,0,"7"
"1-clone","8","10","Future",3,"6",1,0,"7"
"1-clone","8","11","Future",3,"6",1,0,"7"
"1-clone","8","12","Future",3,"6",1,0,"7"
"1-clone","8","1","Future",5,"6",1,0,"7"
"1-clone","8","2","Future",5,"6",1,0,"7"
"1-clone","8","3","Future",5,"6",1,0,"7"
"1-clone","8","4","Future",5,"6",1,0,"7"
"1-clone","8","5","Future",5,"6",1,0,"7"
"1-clone","8","6","Future",5,"6",1,0,"7"
"1-clone","8","7","Future",5,"6",1,0,"7"
"1-clone","8","8","Future",5,"6",1,0,"7"
"1-clone","8","9","Future",5,"6",1,0,"7"
"1-clone","8","10","Future",5,"6",1,0,"7"
"1-clone","8","11","Future",5,"6",1,0,"7"
"1-clone","8","12","Future",5,"6",1,0,"7"
"1-clone","8","1","Contemporary",7,"6",0,1,"7"
"1-clone","8","2","Contemporary",7,"6",0,1,"7"
"1-clone","8","3","Contemporary",7,"6",0,1,"7"
"1-clone","8","4","Contemporary",7,"6",0,1,"7"
"1-clone","8","5","Contemporary",7,"6",0,1,"7"
"1-clone","8","6","Contemporary",7,"6",0,1,"7"
"1-clone","8","7","Contemporary",7,"6",0,1,"7"
"1-clone","8","8","Contemporary",7,"6",0,1,"7"
"1-clone","8","9","Contemporary",7,"6",0,1,"7"
"1-clone","8","10","Contemporary",7,"6",0,1,"7"
"1-clone","8","11","Contemporary",7,"6",0,1,"7"
"1-clone","8","12","Contemporary",7,"6",0,1,"7"
"1-clone","8","1","Future",1,"7",0,1,"7"
"1-clone","8","2","Future",1,"7",0,1,"7"
"1-clone","8","3","Future",1,"7",0,1,"7"
"1-clone","8","4","Future",1,"7",0,1,"7"
"1-clone","8","5","Future",1,"7",0,1,"7"
"1-clone","8","6","Future",1,"7",0,1,"7"
"1-clone","8","7","Future",1,"7",0,1,"7"
"1-clone","8","8","Future",1,"7",0,1,"7"
"1-clone","8","9","Future",1,"7",0,1,"7"
"1-clone","8","10","Future",1,"7",0,1,"7"
"1-clone","8","11","Future",1,"7",0,1,"7"
"1-clone","8","12","Future",1,"7",0,1,"7"
"1-clone","8","1","Future",3,"7",1,0,"7"
"1-clone","8","2","Future",3,"7",1,0,"7"
"1-clone","8","3","Future",3,"7",1,0,"7"
"1-clone","8","4","Future",3,"7",1,0,"7"
"1-clone","8","5","Future",3,"7",1,0,"7"
"1-clone","8","6","Future",3,"7",1,0,"7"
"1-clone","8","7","Future",3,"7",1,0,"7"
"1-clone","8","8","Future",3,"7",1,0,"7"
"1-clone","8","9","Future",3,"7",1,0,"7"
"1-clone","8","10","Future",3,"7",1,0,"7"
"1-clone","8","11","Future",3,"7",1,0,"7"
"1-clone","8","12","Future",3,"7",1,0,"7"
"1-clone","8","1","Future",5,"7",0,1,"7"
"1-clone","8","2","Future",5,"7",0,1,"7"
"1-clone","8","3","Future",5,"7",0,1,"7"
"1-clone","8","4","Future",5,"7",0,1,"7"
"1-clone","8","5","Future",5,"7",0,1,"7"
"1-clone","8","6","Future",5,"7",0,1,"7"
"1-clone","8","7","Future",5,"7",0,1,"7"
"1-clone","8","8","Future",5,"7",0,1,"7"
"1-clone","8","9","Future",5,"7",0,1,"7"
"1-clone","8","10","Future",5,"7",0,1,"7"
"1-clone","8","11","Future",5,"7",0,1,"7"
"1-clone","8","12","Future",5,"7",0,1,"7"
"1-clone","8","1","Contemporary",7,"7",0,1,"7"
"1-clone","8","2","Contemporary",7,"7",0,1,"7"
"1-clone","8","3","Contemporary",7,"7",0,1,"7"
"1-clone","8","4","Contemporary",7,"7",0,1,"7"
"1-clone","8","5","Contemporary",7,"7",0,1,"7"
"1-clone","8","6","Contemporary",7,"7",0,1,"7"
"1-clone","8","7","Contemporary",7,"7",0,1,"7"
"1-clone","8","8","Contemporary",7,"7",0,1,"7"
"1-clone","8","9","Contemporary",7,"7",0,1,"7"
"1-clone","8","10","Contemporary",7,"7",0,1,"7"
"1-clone","8","11","Contemporary",7,"7",0,1,"7"
"1-clone","8","12","Contemporary",7,"7",0,1,"7"
"1-clone","8","1","Future",1,"8",0,1,"7"
"1-clone","8","2","Future",1,"8",0,1,"7"
"1-clone","8","3","Future",1,"8",0,1,"7"
"1-clone","8","4","Future",1,"8",0,1,"7"
"1-clone","8","5","Future",1,"8",0,1,"7"
"1-clone","8","6","Future",1,"8",0,1,"7"
"1-clone","8","7","Future",1,"8",0,1,"7"
"1-clone","8","8","Future",1,"8",0,1,"7"
"1-clone","8","9","Future",1,"8",0,1,"7"
"1-clone","8","10","Future",1,"8",0,1,"7"
"1-clone","8","11","Future",1,"8",0,1,"7"
"1-clone","8","12","Future",1,"8",0,1,"7"
"1-clone","8","1","Future",3,"8",1,0,"7"
"1-clone","8","2","Future",3,"8",1,0,"7"
"1-clone","8","3","Future",3,"8",1,0,"7"
"1-clone","8","4","Future",3,"8",1,0,"7"
"1-clone","8","5","Future",3,"8",1,0,"7"
"1-clone","8","6","Future",3,"8",1,0,"7"
"1-clone","8","7","Future",3,"8",1,0,"7"
"1-clone","8","8","Future",3,"8",1,0,"7"
"1-clone","8","9","Future",3,"8",1,0,"7"
"1-clone","8","10","Future",3,"8",1,0,"7"
"1-clone","8","11","Future",3,"8",1,0,"7"
"1-clone","8","12","Future",3,"8",1,0,"7"
"1-clone","8","1","Future",5,"8",0,1,"7"
"1-clone","8","2","Future",5,"8",0,1,"7"
"1-clone","8","3","Future",5,"8",0,1,"7"
"1-clone","8","4","Future",5,"8",0,1,"7"
"1-clone","8","5","Future",5,"8",0,1,"7"
"1-clone","8","6","Future",5,"8",0,1,"7"
"1-clone","8","7","Future",5,"8",0,1,"7"
"1-clone","8","8","Future",5,"8",0,1,"7"
"1-clone","8","9","Future",5,"8",0,1,"7"
"1-clone","8","10","Future",5,"8",0,1,"7"
"1-clone","8","11","Future",5,"8",0,1,"7"
"1-clone","8","12","Future",5,"8",0,1,"7"
"1-clone","8","1","Contemporary",7,"8",0,1,"7"
"1-clone","8","2","Contemporary",7,"8",0,1,"7"
"1-clone","8","3","Contemporary",7,"8",0,1,"7"
"1-clone","8","4","Contemporary",7,"8",0,1,"7"
"1-clone","8","5","Contemporary",7,"8",0,1,"7"
"1-clone","8","6","Contemporary",7,"8",0,1,"7"
"1-clone","8","7","Contemporary",7,"8",0,1,"7"
"1-clone","8","8","Contemporary",7,"8",0,1,"7"
"1-clone","8","9","Contemporary",7,"8",0,1,"7"
"1-clone","8","10","Contemporary",7,"8",0,1,"7"
"1-clone","8","11","Contemporary",7,"8",0,1,"7"
"1-clone","8","12","Contemporary",7,"8",0,1,"7"
"1-clone","8","1","Future",1,"9",0,1,"7"
"1-clone","8","2","Future",1,"9",0,1,"7"
"1-clone","8","3","Future",1,"9",0,1,"7"
"1-clone","8","4","Future",1,"9",0,1,"7"
"1-clone","8","5","Future",1,"9",0,1,"7"
"1-clone","8","6","Future",1,"9",0,1,"7"
"1-clone","8","7","Future",1,"9",0,1,"7"
"1-clone","8","8","Future",1,"9",0,1,"7"
"1-clone","8","9","Future",1,"9",0,1,"7"
"1-clone","8","10","Future",1,"9",0,1,"7"
"1-clone","8","11","Future",1,"9",0,1,"7"
"1-clone","8","12","Future",1,"9",0,1,"7"
"1-clone","8","1","Future",3,"9",0,1,"7"
"1-clone","8","2","Future",3,"9",0,1,"7"
"1-clone","8","3","Future",3,"9",0,1,"7"
"1-clone","8","4","Future",3,"9",0,1,"7"
"1-clone","8","5","Future",3,"9",0,1,"7"
"1-clone","8","6","Future",3,"9",0,1,"7"
"1-clone","8","7","Future",3,"9",0,1,"7"
"1-clone","8","8","Future",3,"9",0,1,"7"
"1-clone","8","9","Future",3,"9",0,1,"7"
"1-clone","8","10","Future",3,"9",0,1,"7"
"1-clone","8","11","Future",3,"9",0,1,"7"
"1-clone","8","12","Future",3,"9",0,1,"7"
"1-clone","8","1","Future",5,"9",0,1,"7"
"1-clone","8","2","Future",5,"9",0,1,"7"
"1-clone","8","3","Future",5,"9",0,1,"7"
"1-clone","8","4","Future",5,"9",0,1,"7"
"1-clone","8","5","Future",5,"9",0,1,"7"
"1-clone","8","6","Future",5,"9",0,1,"7"
"1-clone","8","7","Future",5,"9",0,1,"7"
"1-clone","8","8","Future",5,"9",0,1,"7"
"1-clone","8","9","Future",5,"9",0,1,"7"
"1-clone","8","10","Future",5,"9",0,1,"7"
"1-clone","8","11","Future",5,"9",0,1,"7"
"1-clone","8","12","Future",5,"9",0,1,"7"
"1-clone","8","1","Contemporary",7,"9",0,1,"7"
"1-clone","8","2","Contemporary",7,"9",0,1,"7"
"1-clone","8","3","Contemporary",7,"9",0,1,"7"
"1-clone","8","4","Contemporary",7,"9",0,1,"7"
"1-clone","8","5","Contemporary",7,"9",0,1,"7"
"1-clone","8","6","Contemporary",7,"9",0,1,"7"
"1-clone","8","7","Contemporary",7,"9",0,1,"7"
"1-clone","8","8","Contemporary",7,"9",0,1,"7"
"1-clone","8","9","Contemporary",7,"9",0,1,"7"
"1-clone","8","10","Contemporary",7,"9",0,1,"7"
"1-clone","8","11","Contemporary",7,"9",0,1,"7"
"1-clone","8","12","Contemporary",7,"9",0,1,"7"
"1-clone","8","1","Future",1,"10",0,1,"7"
"1-clone","8","2","Future",1,"10",0,1,"7"
"1-clone","8","3","Future",1,"10",0,1,"7"
"1-clone","8","4","Future",1,"10",0,1,"7"
"1-clone","8","5","Future",1,"10",0,1,"7"
"1-clone","8","6","Future",1,"10",0,1,"7"
"1-clone","8","7","Future",1,"10",0,1,"7"
"1-clone","8","8","Future",1,"10",0,1,"7"
"1-clone","8","9","Future",1,"10",0,1,"7"
"1-clone","8","10","Future",1,"10",0,1,"7"
"1-clone","8","11","Future",1,"10",0,1,"7"
"1-clone","8","12","Future",1,"10",0,1,"7"
"1-clone","8","1","Future",3,"10",0,1,"7"
"1-clone","8","2","Future",3,"10",0,1,"7"
"1-clone","8","3","Future",3,"10",0,1,"7"
"1-clone","8","4","Future",3,"10",0,1,"7"
"1-clone","8","5","Future",3,"10",0,1,"7"
"1-clone","8","6","Future",3,"10",0,1,"7"
"1-clone","8","7","Future",3,"10",0,1,"7"
"1-clone","8","8","Future",3,"10",0,1,"7"
"1-clone","8","9","Future",3,"10",0,1,"7"
"1-clone","8","10","Future",3,"10",0,1,"7"
"1-clone","8","11","Future",3,"10",0,1,"7"
"1-clone","8","12","Future",3,"10",0,1,"7"
"1-clone","8","1","Future",5,"10",0,1,"7"
"1-clone","8","2","Future",5,"10",0,1,"7"
"1-clone","8","3","Future",5,"10",0,1,"7"
"1-clone","8","4","Future",5,"10",0,1,"7"
"1-clone","8","5","Future",5,"10",0,1,"7"
"1-clone","8","6","Future",5,"10",0,1,"7"
"1-clone","8","7","Future",5,"10",0,1,"7"
"1-clone","8","8","Future",5,"10",0,1,"7"
"1-clone","8","9","Future",5,"10",0,1,"7"
"1-clone","8","10","Future",5,"10",0,1,"7"
"1-clone","8","11","Future",5,"10",0,1,"7"
"1-clone","8","12","Future",5,"10",0,1,"7"
"1-clone","8","1","Contemporary",7,"10",0,1,"7"
"1-clone","8","2","Contemporary",7,"10",0,1,"7"
"1-clone","8","3","Contemporary",7,"10",0,1,"7"
"1-clone","8","4","Contemporary",7,"10",0,1,"7"
"1-clone","8","5","Contemporary",7,"10",0,1,"7"
"1-clone","8","6","Contemporary",7,"10",0,1,"7"
"1-clone","8","7","Contemporary",7,"10",0,1,"7"
"1-clone","8","8","Contemporary",7,"10",0,1,"7"
"1-clone","8","9","Contemporary",7,"10",0,1,"7"
"1-clone","8","10","Contemporary",7,"10",0,1,"7"
"1-clone","8","11","Contemporary",7,"10",0,1,"7"
"1-clone","8","12","Contemporary",7,"10",0,1,"7"
"1-clone","8","1","Future",1,"11",0,1,"7"
"1-clone","8","2","Future",1,"11",0,1,"7"
"1-clone","8","3","Future",1,"11",0,1,"7"
"1-clone","8","4","Future",1,"11",0,1,"7"
"1-clone","8","5","Future",1,"11",0,1,"7"
"1-clone","8","6","Future",1,"11",0,1,"7"
"1-clone","8","7","Future",1,"11",0,1,"7"
"1-clone","8","8","Future",1,"11",0,1,"7"
"1-clone","8","9","Future",1,"11",0,1,"7"
"1-clone","8","10","Future",1,"11",0,1,"7"
"1-clone","8","11","Future",1,"11",0,1,"7"
"1-clone","8","12","Future",1,"11",0,1,"7"
"1-clone","8","1","Future",3,"11",0,1,"7"
"1-clone","8","2","Future",3,"11",0,1,"7"
"1-clone","8","3","Future",3,"11",0,1,"7"
"1-clone","8","4","Future",3,"11",0,1,"7"
"1-clone","8","5","Future",3,"11",0,1,"7"
"1-clone","8","6","Future",3,"11",0,1,"7"
"1-clone","8","7","Future",3,"11",0,1,"7"
"1-clone","8","8","Future",3,"11",0,1,"7"
"1-clone","8","9","Future",3,"11",0,1,"7"
"1-clone","8","10","Future",3,"11",0,1,"7"
"1-clone","8","11","Future",3,"11",0,1,"7"
"1-clone","8","12","Future",3,"11",0,1,"7"
"1-clone","8","1","Future",5,"11",0,1,"7"
"1-clone","8","2","Future",5,"11",0,1,"7"
"1-clone","8","3","Future",5,"11",0,1,"7"
"1-clone","8","4","Future",5,"11",0,1,"7"
"1-clone","8","5","Future",5,"11",0,1,"7"
"1-clone","8","6","Future",5,"11",0,1,"7"
"1-clone","8","7","Future",5,"11",0,1,"7"
"1-clone","8","8","Future",5,"11",0,1,"7"
"1-clone","8","9","Future",5,"11",0,1,"7"
"1-clone","8","10","Future",5,"11",0,1,"7"
"1-clone","8","11","Future",5,"11",0,1,"7"
"1-clone","8","12","Future",5,"11",0,1,"7"
"1-clone","8","1","Contemporary",7,"11",0,1,"7"
"1-clone","8","2","Contemporary",7,"11",0,1,"7"
"1-clone","8","3","Contemporary",7,"11",0,1,"7"
"1-clone","8","4","Contemporary",7,"11",0,1,"7"
"1-clone","8","5","Contemporary",7,"11",0,1,"7"
"1-clone","8","6","Contemporary",7,"11",0,1,"7"
"1-clone","8","7","Contemporary",7,"11",0,1,"7"
"1-clone","8","8","Contemporary",7,"11",0,1,"7"
"1-clone","8","9","Contemporary",7,"11",0,1,"7"
"1-clone","8","10","Contemporary",7,"11",0,1,"7"
"1-clone","8","11","Contemporary",7,"11",0,1,"7"
"1-clone","8","12","Contemporary",7,"11",0,1,"7"
"1-clone","8","1","Future",1,"12",0,1,"7"
"1-clone","8","2","Future",1,"12",0,1,"7"
"1-clone","8","3","Future",1,"12",0,1,"7"
"1-clone","8","4","Future",1,"12",0,1,"7"
"1-clone","8","5","Future",1,"12",0,1,"7"
"1-clone","8","6","Future",1,"12",0,1,"7"
"1-clone","8","7","Future",1,"12",0,1,"7"
"1-clone","8","8","Future",1,"12",0,1,"7"
"1-clone","8","9","Future",1,"12",0,1,"7"
"1-clone","8","10","Future",1,"12",0,1,"7"
"1-clone","8","11","Future",1,"12",0,1,"7"
"1-clone","8","12","Future",1,"12",0,1,"7"
"1-clone","8","1","Future",3,"12",1,0,"7"
"1-clone","8","2","Future",3,"12",1,0,"7"
"1-clone","8","3","Future",3,"12",1,0,"7"
"1-clone","8","4","Future",3,"12",1,0,"7"
"1-clone","8","5","Future",3,"12",1,0,"7"
"1-clone","8","6","Future",3,"12",1,0,"7"
"1-clone","8","7","Future",3,"12",1,0,"7"
"1-clone","8","8","Future",3,"12",1,0,"7"
"1-clone","8","9","Future",3,"12",1,0,"7"
"1-clone","8","10","Future",3,"12",1,0,"7"
"1-clone","8","11","Future",3,"12",1,0,"7"
"1-clone","8","12","Future",3,"12",1,0,"7"
"1-clone","8","1","Future",5,"12",0,1,"7"
"1-clone","8","2","Future",5,"12",0,1,"7"
"1-clone","8","3","Future",5,"12",0,1,"7"
"1-clone","8","4","Future",5,"12",0,1,"7"
"1-clone","8","5","Future",5,"12",0,1,"7"
"1-clone","8","6","Future",5,"12",0,1,"7"
"1-clone","8","7","Future",5,"12",0,1,"7"
"1-clone","8","8","Future",5,"12",0,1,"7"
"1-clone","8","9","Future",5,"12",0,1,"7"
"1-clone","8","10","Future",5,"12",0,1,"7"
"1-clone","8","11","Future",5,"12",0,1,"7"
"1-clone","8","12","Future",5,"12",0,1,"7"
"1-clone","8","1","Contemporary",7,"12",0,1,"7"
"1-clone","8","2","Contemporary",7,"12",0,1,"7"
"1-clone","8","3","Contemporary",7,"12",0,1,"7"
"1-clone","8","4","Contemporary",7,"12",0,1,"7"
"1-clone","8","5","Contemporary",7,"12",0,1,"7"
"1-clone","8","6","Contemporary",7,"12",0,1,"7"
"1-clone","8","7","Contemporary",7,"12",0,1,"7"
"1-clone","8","8","Contemporary",7,"12",0,1,"7"
"1-clone","8","9","Contemporary",7,"12",0,1,"7"
"1-clone","8","10","Contemporary",7,"12",0,1,"7"
"1-clone","8","11","Contemporary",7,"12",0,1,"7"
"1-clone","8","12","Contemporary",7,"12",0,1,"7"
"1-clone","9","1","Contemporary",1,"1",0,1,"1"
"1-clone","9","2","Contemporary",1,"1",0,1,"1"
"1-clone","9","3","Contemporary",1,"1",0,1,"1"
"1-clone","9","4","Contemporary",1,"1",0,1,"1"
"1-clone","9","5","Contemporary",1,"1",0,1,"1"
"1-clone","9","6","Contemporary",1,"1",0,1,"1"
"1-clone","9","7","Contemporary",1,"1",0,1,"1"
"1-clone","9","8","Contemporary",1,"1",0,1,"1"
"1-clone","9","9","Contemporary",1,"1",0,1,"1"
"1-clone","9","10","Contemporary",1,"1",0,1,"1"
"1-clone","9","11","Contemporary",1,"1",0,1,"1"
"1-clone","9","12","Contemporary",1,"1",0,1,"1"
"1-clone","9","1","Past",3,"1",0,1,"1"
"1-clone","9","2","Past",3,"1",0,1,"1"
"1-clone","9","3","Past",3,"1",0,1,"1"
"1-clone","9","4","Past",3,"1",0,1,"1"
"1-clone","9","5","Past",3,"1",0,1,"1"
"1-clone","9","6","Past",3,"1",0,1,"1"
"1-clone","9","7","Past",3,"1",0,1,"1"
"1-clone","9","8","Past",3,"1",0,1,"1"
"1-clone","9","9","Past",3,"1",0,1,"1"
"1-clone","9","10","Past",3,"1",0,1,"1"
"1-clone","9","11","Past",3,"1",0,1,"1"
"1-clone","9","12","Past",3,"1",0,1,"1"
"1-clone","9","1","Past",5,"1",0,1,"1"
"1-clone","9","2","Past",5,"1",0,1,"1"
"1-clone","9","3","Past",5,"1",0,1,"1"
"1-clone","9","4","Past",5,"1",0,1,"1"
"1-clone","9","5","Past",5,"1",0,1,"1"
"1-clone","9","6","Past",5,"1",0,1,"1"
"1-clone","9","7","Past",5,"1",0,1,"1"
